title	shortid	mapped_pmcid	mapped_pmid	pdf_downloadable	supplementary_downloadable	supplementary_file_count	supplementary_file_list	processed_json_filename	actual_file_count	main_pdf_filename	is_folder_empty	folder_size_mb	flag_needs_processing
Using a machine learning approach to identify key prognostic molecules for esophageal squamous cell carcinoma.	agwmu9cbwt	PMC8351329	34372798.0	yes	yes	2	12885_2021_Article_8647.pdf; PMC8351329_main.pdf	PMC8351329.json	1	PMC8351329_main.pdf	False	1.03	False
COVID-19 Screening in Chest X-Ray Images Using Lung Region Priors.	k4k0b6uu1l	PMC8843059	34388102.0	yes	yes	2	PMC8843059.tar.gz; PMC8843059_main.pdf	PMC8843059.json	1	PMC8843059_main.pdf	False	2.66	False
Bioactivity descriptors for uncharacterized chemical compounds.	r23jj6bm7u	PMC8225676	34168145.0	yes	yes	7	41467_2021_24150_MOESM3_ESM.pdf; 41467_2021_24150_MOESM2_ESM.pdf; 41467_2021_Article_24150.pdf; 41467_2021_24150_MOESM4_ESM.xlsx; 41467_2021_24150_MOESM1_ESM.pdf; 41467_2021_24150_MOESM5_ESM.pdf; PMC8225676_main.pdf	PMC8225676.json	5	PMC8225676_main.pdf	False	24.51	False
Machine learning reveals mesenchymal breast carcinoma cell adaptation in response to matrix stiffness.	1nvj60arng	PMC8336795	34297718.0	yes	yes	2	PMC8336795.tar.gz; PMC8336795_main.pdf	PMC8336795.json	1	PMC8336795_main.pdf	False	4.23	False
SETH predicts nuances of residue disorder from protein embeddings	0pkzn35pom	PMC9580958	36304335.0	yes	yes	3	fbinf-02-1019597.pdf; PMC9580958_main.pdf; DataSheet1.docx	PMC9580958.json	1	PMC9580958_main.pdf	False	2.21	False
CLIP: accurate prediction of disordered linear interacting peptides from protein sequences using co-evolutionary information	joud1a8rk2		36458437.0	no	no	0							False
Classification of bacterial plasmid and chromosome derived sequences using machine learning	x9vqohdvu0	PMC9757591	36525447.0	yes	yes	3	PMC9757591_main.pdf; pone.0279280.pdf; pone.0279280.s001.docx	PMC9757591.json	1	PMC9757591_main.pdf	False	1.19	False
ProtGPT2 is a deep unsupervised language model for protein design	3a79km88l8	PMC9329459	35896542.0	yes	yes	5	41467_2022_32007_MOESM3_ESM.pdf; PMC9329459_main.pdf; 41467_2022_32007_MOESM1_ESM.pdf; 41467_2022_Article_32007.pdf; 41467_2022_32007_MOESM2_ESM.pdf	PMC9329459.json	4	PMC9329459_main.pdf	False	6.29	False
DeepLoc 2.0: multi-label subcellular localization prediction using protein language models	63a7xx35gw	PMC9252801	35489069.0	yes	yes	3	gkac278.pdf; PMC9252801_main.pdf; gkac278_supplemental_file.pdf	PMC9252801.json	2	PMC9252801_main.pdf	False	1.31	False
EQUIBIND: Geometric Deep Learning for Drug Binding Structure Prediction	skg7vifrfy			no	no	0							False
DeepPROTACs is a deep learning-based targeted degradation predictor for PROTACs	l5alam5gs2	PMC9681730	36414666.0	yes	yes	4	41467_2022_34807_MOESM2_ESM.pdf; 41467_2022_Article_34807.pdf; 41467_2022_34807_MOESM1_ESM.pdf; PMC9681730_main.pdf	PMC9681730.json	3	PMC9681730_main.pdf	False	9.58	False
Protein intrinsically disordered region prediction by combining neural architecture search and multi-objective genetic algorithm	6ht0zcp9ox	PMC10483879	37674132.0	yes	yes	2	PMC10483879.tar.gz; PMC10483879_main.pdf	PMC10483879.json	1	PMC10483879_main.pdf	False	3.16	False
Fast and accurate protein intrinsic disorder prediction by using a pretrained language model	gd9a2ccysk		37204193.0	no	no	0							False
MMV_Im2Im: An Open Source Microscopy Machine Vision Toolbox for Image-to-Image Transformation	9izph0m2we	PMC10821710	38280188.0	yes	yes	13	PMC10821710_main.pdf; giad120_reviewer_1_report_original_submission.pdf; giad120_response_to_reviewer_comments_revision_1.pdf; giad120_giga-d-23-00068_revision_3.pdf; giad120_response_to_reviewer_comments_revision_2.pdf; giad120_reviewer_2_report_revision_1.pdf; giad120_giga-d-23-00068_original_submission.pdf; giad120_giga-d-23-00068_revision_2.pdf; giad120_giga-d-23-00068_revision_1.pdf; giad120.pdf; giad120_reviewer_1_report_revision_1.pdf; giad120_reviewer_2_report_original_submission.pdf; giad120_response_to_reviewer_comments_original_submission.pdf	PMC10821710.json	1	PMC10821710_main.pdf	False	3.24	False
MLcps: machine learning cumulative performance score for classification problems	vdqf1t5lyj	PMC10716825	38091508.0	yes	yes	10	giad108_giga-d-23-00187_revision_1.pdf; giad108_reviewer_1_report_original_submission.pdf; giad108_reviewer_2_report_original_submission.pdf; giad108_response_to_reviewer_comments_revision_1.pdf; giad108_response_to_reviewer_comments_original_submission.pdf; giad108_giga-d-23-00187_original_submission.pdf; giad108_reviewer_1_report_revision_1.pdf; giad108_giga-d-23-00187_revision_2.pdf; PMC10716825_main.pdf; giad108.pdf	PMC10716825.json	1	PMC10716825_main.pdf	False	1.46	False
Euler characteristic curves and profiles: a stable shape invariant for big data problems	x0nks31fro	PMC10646871	37966428.0	yes	yes	9	giad094_reviewer_2_report_original_submission.pdf; giad094_response_to_reviewer_comments_revision_1.pdf; giad094.pdf; PMC10646871_main.pdf; giad094_response_to_reviewer_comments_original_submission.pdf; giad094_reviewer_1_report_original_submission.pdf; giad094_giga-d-23-00240_original_submission.pdf; giad094_giga-d-23-00240_revision_1.pdf; giad094_giga-d-23-00240_revision_2.pdf	PMC10646871.json	1	PMC10646871_main.pdf	False	2.09	False
Imputation method for single-cell RNA-seq data using neural topic model	aqtrrhz75x	PMC10673642	38000911.0	yes	yes	9	giad098_giga-d-23-00090_original_submission.pdf; giad098_response_to_reviewer_comments_original_submission.pdf; giad098_reviewer_1_report_original_submission.pdf; giad098_giga-d-23-00090_revision_1.pdf; giad098.pdf; giad098_reviewer_1_report_revision_1.pdf; PMC10673642_main.pdf; giad098_reviewer_2_report_revision_1.pdf; giad098_reviewer_2_report_original_submission.pdf	PMC10673642.json	1	PMC10673642_main.pdf	False	2.43	False
Machine learning–based feature selection to search stable microbial biomarkers: application to inflammatory bowel disease	16cyggfthl	PMC10600917	37882604.0	yes	yes	11	giad083.pdf; giad083_response_to_reviewer_comments_revision_1.pdf; giad083_reviewer_1_report_original_submission.pdf; giad083_giga-d-23-00164_original_submission.pdf; PMC10600917_main.pdf; giad083_response_to_reviewer_comments_original_submission.pdf; giad083_reviewer_2_report_original_submission.pdf; giad083_supplemental_file.docx; giad083_giga-d-23-00164_revision_2.pdf; giad083_reviewer_2_report_revision_1.pdf; giad083_giga-d-23-00164_revision_1.pdf	PMC10600917.json	1	PMC10600917_main.pdf	False	1.32	False
SpheroScan: a user-friendly deep learning tool for spheroid image analysis	d9uiis9a39	PMC10603766	37889008.0	yes	yes	9	giad082_giga-d-23-00131_original_submission.pdf; giad082.pdf; giad082_reviewer_1_report_revision_1.pdf; giad082_reviewer_2_report_revision_1.pdf; giad082_giga-d-23-00131_revision_1.pdf; giad082_reviewer_1_report_original_submission.pdf; giad082_response_to_reviewer_comments_original_submission.pdf; giad082_reviewer_2_report_original_submission.pdf; PMC10603766_main.pdf	PMC10603766.json	1	PMC10603766_main.pdf	False	1.23	False
Confound-leakage: confound removal in machine learning leads to leakage	1scfw6g7s4	PMC10541796	37776368.0	yes	yes	13	giad071.pdf; giad071_response_to_reviewer_comments_revision_2.pdf; giad071_giga-d-23-00004_original_submission.pdf; giad071_giga-d-23-00004_revision_3.pdf; giad071_reviewer_1_report_original_submission.pdf; giad071_supplemental_file.pdf; giad071_reviewer_2_report_original_submission.pdf; giad071_reviewer_2_report_revision_1.pdf; giad071_response_to_reviewer_comments_original_submission.pdf; giad071_response_to_reviewer_comments_revision_1.pdf; giad071_giga-d-23-00004_revision_1.pdf; giad071_giga-d-23-00004_revision_2.pdf; PMC10541796_main.pdf	PMC10541796.json	2	PMC10541796_main.pdf	False	3.15	False
KGML-xDTD: a knowledge graph–based machine learning framework for drug treatment prediction and mechanism description 	zg83kd0vmv	PMC10441000	37602759.0	yes	yes	2	PMC10441000.tar.gz; PMC10441000_main.pdf	PMC10441000.json	1	PMC10441000_main.pdf	False	10.33	False
MuLan-Methyl—multiple transformer-based language models for accurate DNA methylation prediction	bgldxl71jp	PMC10367125	37489753.0	yes	yes	16	giad054_reviewer_1_report_original_submission.pdf; giad054_response_to_reviewer_comments_revision_4.pdf; giad054_giga-d-23-00045_revision_3.pdf; giad054_giga-d-23-00045_revision_2.pdf; PMC10367125_main.pdf; giad054.pdf; giad054_reviewer_2_report_revision_1.pdf; giad054_giga-d-23-00045_revision_4.pdf; giad054_reviewer_2_report_original_submission.pdf; giad054_response_to_reviewer_comments_revision_3.pdf; giad054_giga-d-23-00045_revision_1.pdf; giad054_response_to_reviewer_comments_revision_2.pdf; giad054_giga-d-23-00045_revision_5.pdf; giad054_giga-d-23-00045_original_submission.pdf; giad054_response_to_reviewer_comments_original_submission.pdf; giad054_response_to_reviewer_comments_revision_1.pdf	PMC10367125.json	1	PMC10367125_main.pdf	False	3.66	False
FUN-PROSE: A deep learning approach to predict condition-specific gene expression in fungi	3cfsqm95ys	PMC10653424	37971967.0	yes	yes	13	pcbi.1011563.s012.pdf; pcbi.1011563.s002.pdf; pcbi.1011563.s009.pdf; PMC10653424_main.pdf; pcbi.1011563.s008.pdf; pcbi.1011563.s003.pdf; pcbi.1011563.s005.pdf; pcbi.1011563.s004.pdf; pcbi.1011563.s001.pdf; pcbi.1011563.s007.pdf; pcbi.1011563.s014.pdf; pcbi.1011563.s015.xlsx; pcbi.1011563.pdf	PMC10653424.json	11	PMC10653424_main.pdf	False	14.12	False
ResMiCo: Increasing the quality of metagenome-assembled genomes with deep learning	hipgaatgji	PMC10174551	37126495.0	yes	yes	8	pcbi.1011001.s006.pdf; pcbi.1011001.pdf; pcbi.1011001.s005.pdf; PMC10174551_main.pdf; pcbi.1011001.s002.xlsx; pcbi.1011001.s001.pdf; pcbi.1011001.s003.xlsx; pcbi.1011001.s004.pdf	PMC10174551.json	5	PMC10174551_main.pdf	False	7.68	False
A machine learning-enabled open biodata resource inventory from the scientific literature	31tebn1dq4	PMC10684096	38015968.0	yes	yes	11	PMC10684096_main.pdf; pone.0294812.s011.pdf; pone.0294812.pdf; pone.0294812.s008.pdf; pone.0294812.s012.pdf; pone.0294812.s009.pdf; pone.0294812.s007.pdf; pone.0294812.s010.pdf; pone.0294812.s006.pdf; pone.0294812.s005.pdf; pone.0294812.s013.pdf	PMC10684096.json	10	PMC10684096_main.pdf	False	4.48	False
DeepRank-GNN: a graph neural network framework to learn patterns in protein–protein interfaces	u122uk9z7j	PMC9805592	36420989.0	yes	yes	3	PMC9805592_main.pdf; btac759_supplementary_data.pdf; btac759.pdf	PMC9805592.json	2	PMC9805592_main.pdf	False	5.16	False
Merizo: a rapid and accurate protein domain segmentation method using invariant point attention	nfj5rdqggm	PMC10730818	38114456.0	yes	yes	6	41467_2023_43934_MOESM4_ESM.xls; PMC10730818_main.pdf; 41467_2023_43934_MOESM3_ESM.pdf; 41467_2023_Article_43934.pdf; 41467_2023_43934_MOESM2_ESM.pdf; 41467_2023_43934_MOESM1_ESM.pdf	PMC10730818.json	4	PMC10730818_main.pdf	False	26.75	False
Accurate prediction of protein-nucleic acid complexes using RoseTTAFoldNA	nsqtgf6bjv	PMC10776382	37996753.0	yes	yes	9	41592_2023_2086_MOESM4_ESM.csv; 41592_2023_2086_MOESM5_ESM.csv; PMC10776382_main.pdf; 41592_2023_Article_2086.pdf; 41592_2023_2086_MOESM7_ESM.csv; 41592_2023_2086_MOESM3_ESM.csv; 41592_2023_2086_MOESM1_ESM.pdf; 41592_2023_2086_MOESM6_ESM.csv; 41592_2023_2086_MOESM2_ESM.csv	PMC10776382.json	2	PMC10776382_main.pdf	False	10.29	False
Imputation Methods for Single-Cell RNA-seq Data Using Neural Topic Models	krz8m7iufj	PMC10673642	38000911.0	yes	yes	9	giad098_giga-d-23-00090_original_submission.pdf; giad098_response_to_reviewer_comments_original_submission.pdf; giad098_reviewer_1_report_original_submission.pdf; giad098_giga-d-23-00090_revision_1.pdf; giad098.pdf; giad098_reviewer_1_report_revision_1.pdf; PMC10673642_main.pdf; giad098_reviewer_2_report_revision_1.pdf; giad098_reviewer_2_report_original_submission.pdf	PMC10673642.json	1	PMC10673642_main.pdf	False	2.43	False
Deep neural networks with knockoff features identify nonlinear causal relations and estimate effect sizes in complex biological systems.	ngjci1cyqx	PMC10316696	37395630.0	yes	yes	16	giad044_giga-d-22-00234_revision_2.pdf; giad044_reviewer_1_report_original_submission.pdf; giad044_reviewer_2_report_revision_2.pdf; giad044_reviewer_1_report_revision_1.pdf; giad044_response_to_reviewer_comments_revision_1.pdf; giad044_giga-d-22-00234_revision_3.pdf; giad044_reviewer_2_report_original_submission.pdf; giad044.pdf; giad044_giga-d-22-00234_original_submission.pdf; giad044_giga-d-22-00234_revision_1.pdf; giad044_response_to_reviewer_comments_revision_2.pdf; giad044_reviewer_2_report_revision_1.pdf; giad044_giga-d-22-00234_revision_4.pdf; giad044_response_to_reviewer_comments_original_submission.pdf; PMC10316696_main.pdf; giad044_response_to_reviewer_comments_revision_3.pdf	PMC10316696.json	1	PMC10316696_main.pdf	False	2.07	False
Variance Analysis of LC-MS Experimental Factors and Their Impact on Machine Learning	3glxd6418e	PMC10659119	37983748.0	yes	yes	15	giad096_reviewer_1_report_revision_2.pdf; giad096_response_to_reviewer_comments_original_submission.pdf; giad096_response_to_reviewer_comments_revision_2.pdf; giad096_giga-d-23-00094_revision_2.pdf; giad096_reviewer_1_report_revision_1.pdf; giad096_reviewer_1_report_original_submission.pdf; giad096_reviewer_2_report_original_submission.pdf; giad096_reviewer_2_report_revision_1.pdf; giad096_response_to_reviewer_comments_revision_1.pdf; giad096.pdf; PMC10659119_main.pdf; giad096_giga-d-23-00094_revision_3.pdf; giad096_giga-d-23-00094_original_submission.pdf; giad096_supplemental_file.pdf; giad096_giga-d-23-00094_revision_1.pdf	PMC10659119.json	2	PMC10659119_main.pdf	False	3.53	False
Delineating Regions-of-interest for Mass Spectrometry Imaging by Multimodally Corroborated Spatial Segmentation	ck60ijuxvo	PMC10087011	37039115.0	yes	yes	12	giad021_reviewer_1_report_original_submission.pdf; giad021_reviewer_3_report_original_submission.pdf; giad021_response_to_reviewer_comments_revision_1.pdf; giad021.pdf; giad021_supplemental_file.pdf; giad021_response_to_reviewer_comments_original_submission.pdf; giad021_giga-d-22-00334_revision_1.pdf; giad021_reviewer_2_report_original_submission.pdf; PMC10087011_main.pdf; giad021_reviewer_1_report_revision_1.pdf; giad021_giga-d-22-00334_original_submission.pdf; giad021_giga-d-22-00334_revision_2.pdf	PMC10087011.json	2	PMC10087011_main.pdf	False	11.22	False
GIT-Mol: A multi-modal large language model for molecular science with graph, image, and text	lgfn7xigc7		38359660.0	no	no	0							False
flDPnn2: Accurate and Fast Predictor of Intrinsic Disorder in Proteins	1cvlnr4o3g		39237195.0	no	no	0							False
DisPredict3.0: Prediction of intrinsically disordered regions proteins using protein language model	4njliz31og			no	no	0							False
Cross-modal contrastive learning decodes developmental regulatory features through chromatin potential analysis	q1loj0zi07	PMC12532322	41105015.0	yes	yes	11	giaf053_authors_response_to_reviewer_comments_original_submission.pdf; giaf053_reviewer_1_report_revision_1.pdf; giaf053.pdf; PMC12532322_main.pdf; giaf053_reviewer_1_report_original_submission.pdf; giaf053_giga-d-24-00345_original_submission.pdf; giaf053_reviewer_2_report_revision_1.pdf; giaf053_giga-d-24-00345_revision_1.pdf; giaf053_authors_response_to_reviewer_comments_revision_1.pdf; giaf053_reviewer_2_report_original_submission.pdf; giaf053_giga-d-24-00345_revision_2.pdf	PMC12532322.json	1	PMC12532322_main.pdf	False	1.99	False
Metapredict enables accurate disorder prediction across the Tree of Life	cftpt5nnni			no	no	0							False
DisoFLAG: accurate prediction of protein intrinsic disorder and its functions using graph-based interaction protein language model	ip5bv2erho	PMC10762911	38166858.0	yes	yes	3	12915_2023_1803_MOESM1_ESM.pdf; PMC10762911_main.pdf; 12915_2023_Article_1803.pdf	PMC10762911.json	2	PMC10762911_main.pdf	False	5.86	False
DARUMA: Your gateway to fast and easy prediction of intrinsically disordered regions	jwdcelhyd3			no	no	0							False
AIUPred: combining energy estimation with deep learning for the enhanced prediction of protein disorder	goldx6bwjb	PMC11223784	38747347.0	yes	yes	3	gkae385.pdf; PMC11223784_main.pdf; gkae385_supplemental_file.pdf	PMC11223784.json	2	PMC11223784_main.pdf	False	0.8	False
A Novel Dataset for Nuclei and Tissue Segmentation in Melanoma with baseline nuclei segmentation and tissue segmentation benchmarks	45xadyd7wx	PMC11837757	39970004.0	yes	yes	9	giaf011_reviewer_1_report_original_submission.pdf; giaf011_response_to_reviewer_comments_revision_1.pdf; giaf011.pdf; giaf011_giga-d-24-00434_revision_1.pdf; giaf011_giga-d-24-00434_revision_2.pdf; giaf011_giga-d-24-00434_original_submission.pdf; PMC11837757_main.pdf; giaf011_response_to_reviewer_comments_original_submission.pdf; giaf011_reviewer_2_report_original_submission.pdf	PMC11837757.json	1	PMC11837757_main.pdf	False	2.21	False
Unlocking the Power of AI for Phenotyping Fruit Morphology in Arabidopsis	a8q3rb7qrv	PMC11816797	39937596.0	yes	yes	9	giae123_giga-d-24-00464_revision_2.pdf; giae123_reviewer_2_report_original_submission.pdf; giae123.pdf; giae123_giga-d-24-00464_original_submission.pdf; PMC11816797_main.pdf; giae123_reviewer_1_report_original_submission.pdf; giae123_giga-d-24-00464_revision_1.pdf; giae123_response_to_reviewer_comments_revision_1.pdf; giae123_response_to_reviewer_comments_original_submission.pdf	PMC11816797.json	1	PMC11816797_main.pdf	False	1.57	False
TransHLA: A Hybrid Transformer Model for HLA-Presented Epitope Detection	peuywb6nkx	PMC11878767	40036690.0	yes	yes	17	giaf008_giga-d-24-00176_revision_4.pdf; giaf008_reviewer_2_report_original_submission.pdf; giaf008_response_to_reviewer_comments_revision_2.pdf; giaf008_reviewer_2_report_revision_2.pdf; giaf008_response_to_reviewer_comments_revision_3.pdf; giaf008_reviewer_1_report_revision_1.pdf; giaf008_response_to_reviewer_comments_original_submission.pdf; giaf008.pdf; giaf008_reviewer_1_report_original_submission.pdf; giaf008_giga-d-24-00176_revision_3.pdf; giaf008_reviewer_2_report_revision_1.pdf; PMC11878767_main.pdf; giaf008_response_to_reviewer_comments_revision_1.pdf; giaf008_supplemental_file.pdf; giaf008_giga-d-24-00176_revision_1.pdf; giaf008_giga-d-24-00176_revision_2.pdf; giaf008_giga-d-24-00176_original_submission.pdf	PMC11878767.json	2	PMC11878767_main.pdf	False	5.24	False
Learning A Generalized Graph Transformer for Protein Function Prediction in Dissimilar Sequences	ccm469wdz5	PMC11734293	39657158.0	yes	yes	15	PMC11734293_main.pdf; giae093_reviewer_3_report_original_submission.pdf; giae093_reviewer_1_report_original_submission.pdf; giae093_response_to_reviewer_comments_original_submission.pdf; giae093_reviewer_2_report_revision_1.pdf; giae093_giga-d-24-00109_revision_2.pdf; giae093_giga-d-24-00109_revision_1.pdf; giae093_reviewer_2_report_original_submission.pdf; giae093.pdf; giae093_giga-d-24-00109_original_submission.pdf; giae093_reviewer_1_report_revision_1.pdf; giae093_response_to_reviewer_comments_revision_2.pdf; giae093_reviewer_3_report_revision_1.pdf; giae093_giga-d-24-00109_revision_3.pdf; giae093_response_to_reviewer_comments_revision_1.pdf	PMC11734293.json	1	PMC11734293_main.pdf	False	1.39	False
A Data Set Profiling the Multi-omic Landscape of the Prefrontal Cortex in Amyotrophic Lateral Sclerosis	po7edt8oqz	PMC11653894	39693632.0	yes	yes	9	giae100_giga-d-24-00236_original_submission.pdf; giae100_reviewer_2_report_original_submission.pdf; giae100_reviewer_1_report_original_submission.pdf; giae100_reviewer_1_report_revision_1.pdf; giae100.pdf; giae100_giga-d-24-00236_revision_1.pdf; giae100_reviewer_2_report_revision_1.pdf; giae100_response_to_reviewer_comments_original_submission.pdf; PMC11653894_main.pdf	PMC11653894.json	1	PMC11653894_main.pdf	False	2.83	False
scGraph2Vec: a deep generative model for gene embedding augmented by Graph Neural Network and single-cell omics data	3c9pv95v5g	PMC11659981	39704704.0	yes	yes	13	giae108_reviewer_1_report_revision_1.pdf; giae108.pdf; giae108_response_to_reviewer_comments_revision_1.pdf; giae108_response_to_reviewer_comments_original_submission.pdf; giae108_giga-d-24-00200_original_submission.pdf; giae108_reviewer_3_report_revision_1.pdf; giae108_reviewer_2_report_original_submission.pdf; giae108_reviewer_1_report_original_submission.pdf; giae108_reviewer_3_report_original_submission.pdf; giae108_giga-d-24-00200_revision_1.pdf; giae108_giga-d-24-00200_revision_2.pdf; PMC11659981_main.pdf; giae108_reviewer_2_report_revision_1.pdf	PMC11659981.json	1	PMC11659981_main.pdf	False	9.84	False
PlasGO: enhancing GO-based function prediction for plasmid-encoded proteins based on genetic structure	pugj4ycv1x	PMC11659980	39704702.0	yes	yes	12	giae104_giga-d-24-00265_original_submission.pdf; giae104_reviewer_2_report_original_submission.pdf; giae104_reviewer_1_report_revision_1.pdf; giae104.pdf; giae104_response_to_reviewer_comments_revision_1.pdf; PMC11659980_main.pdf; giae104_giga-d-24-00265_revision_1.pdf; giae104_reviewer_1_report_original_submission.pdf; giae104_response_to_reviewer_comments_original_submission.pdf; giae104_reviewer_2_report_revision_1.pdf; giae104_giga-d-24-00265_revision_2.pdf; giae104_supplemental_file.pdf	PMC11659980.json	2	PMC11659980_main.pdf	False	6.17	False
PhageGE: An interactive web-based R shiny application for exploratory analysis and visualisation of bacteriophage genomes	09r03h9clm	PMC11423353	39320317.0	yes	yes	12	giae074_reviewer_1_report_original_submission.pdf; PMC11423353_main.pdf; giae074_giga-d-24-00040_revision_3.pdf; giae074_giga-d-24-00040_revision_2.pdf; giae074_giga-d-24-00040_original_submission.pdf; giae074_giga-d-24-00040_revision_1.pdf; giae074_response_to_reviewer_comments_original_submission.pdf; giae074_reviewer_2_report_original_submission.pdf; giae074_reviewer_1_report_revision_1.pdf; giae074.pdf; giae074_response_to_reviewer_comments_revision_1.pdf; giae074_response_to_reviewer_comments_revision_2.pdf	PMC11423353.json	1	PMC11423353_main.pdf	False	1.39	False
Deep learning links localized digital pathology phenotypes with transcriptional subtype and patient outcome in glioblastoma	2bpmmu8yav	PMC11345537	39185700.0	yes	yes	12	giae057_reviewer_1_report_revision_1.pdf; giae057_response_to_reviewer_comments_revision_1.pdf; PMC11345537_main.pdf; giae057_reviewer_2_report_original_submission.pdf; giae057_reviewer_3_report_original_submission.pdf; giae057_giga-d-23-00317_revision_1.pdf; giae057_giga-d-23-00317_original_submission.pdf; giae057.pdf; giae057_giga-d-23-00317_revision_2.pdf; giae057_reviewer_1_report_original_submission.pdf; giae057_reviewer_3_report_revision_1.pdf; giae057_response_to_reviewer_comments_original_submission.pdf	PMC11345537.json	1	PMC11345537_main.pdf	False	2.28	False
Deepdefense: annotation of immune systems in prokaryotes using deep learning 	zn00kk9s7i	PMC11959188	39388605.0	yes	yes	13	giae062_reviewer_1_report_revision_1.pdf; giae062_giga-d-23-00300_revision_2.pdf; giae062_response_to_reviewer_comments_revision_1.pdf; giae062_giga-d-23-00300_revision_1.pdf; giae062_reviewer_1_report_original_submission.pdf; giae062_response_to_reviewer_comments_original_submission.pdf; giae062_giga-d-23-00300_original_submission.pdf; giae062_reviewer_2_report_original_submission.pdf; giae062_reviewer_2_report_revision_1.pdf; giae062_response_to_reviewer_comments_revision_2.pdf; PMC11959188_main.pdf; giae062.pdf; giae062_giga-d-23-00300_revision_3.pdf	PMC11959188.json	1	PMC11959188_main.pdf	False	1.9	False
MOBFinder: a tool for MOB typing for plasmid metagenomic fragments based on language model	4y1myuozde	PMC11299106	39101782.0	yes	yes	7	giae047_reviewer_2_report_original_submission.pdf; giae047.pdf; giae047_giga-d-24-00070_original_submission.pdf; PMC11299106_main.pdf; giae047_reviewer_1_report_original_submission.pdf; giae047_response_to_reviewer_comments_original_submission.pdf; giae047_giga-d-24-00070_revision_1.pdf	PMC11299106.json	1	PMC11299106_main.pdf	False	1.91	False
Omada: robust clustering of transcriptomes through multiple testing	iv50u2ycn5	PMC11238428	38991852.0	yes	yes	16	giae039_giga-d-23-00220_revision_2.pdf; giae039.pdf; giae039_reviewer_3_report_revision_2.pdf; giae039_response_to_reviewer_comments_revision_1.pdf; giae039_reviewer_3_report_original_submission.pdf; PMC11238428_main.pdf; giae039_giga-d-23-00220_original_submission.pdf; giae039_reviewer_1_report_original_submission.pdf; giae039_response_to_reviewer_comments_revision_2.pdf; giae039_giga-d-23-00220_revision_1.pdf; giae039_supplemental_file.pdf; giae039_response_to_reviewer_comments_original_submission.pdf; giae039_giga-d-23-00220_revision_3.pdf; giae039_reviewer_2_report_revision_1.pdf; giae039_reviewer_2_report_original_submission.pdf; giae039_reviewer_3_report_revision_1.pdf	PMC11238428.json	2	PMC11238428_main.pdf	False	5.03	False
spatiAlign: an unsupervised contrastive learning model for data integration of spatially resolved transcriptomics	345ml05xtn	PMC11258913	39028588.0	yes	yes	15	giae042_giga-d-23-00259_revision_1.pdf; giae042_reviewer_1_report_revision_1.pdf; giae042_reviewer_3_report_original_submission.pdf; giae042_giga-d-23-00259_original_submission.pdf; giae042_giga-d-23-00259_revision_3.pdf; giae042.pdf; giae042_response_to_reviewer_comments_original_submission.pdf; giae042_reviewer_3_report_revision_2.pdf; giae042_response_to_reviewer_comments_revision_2.pdf; giae042_giga-d-23-00259_revision_2.pdf; giae042_reviewer_1_report_original_submission.pdf; giae042_reviewer_3_report_revision_1.pdf; giae042_response_to_reviewer_comments_revision_1.pdf; PMC11258913_main.pdf; giae042_reviewer_2_report_original_submission.pdf	PMC11258913.json	1	PMC11258913_main.pdf	False	4.32	False
Large-scale Genomic Survey with Deep Learning-based Method Reveals Strain-Level Phage Specificity Determinants	dfyn1yvtz3	PMC11034027	38649301.0	yes	yes	1	PMC11034027_main.pdf	PMC11034027.json	1	PMC11034027_main.pdf	False	2.19	False
Julearn: an easy-to-use library for leakage-free evaluation and inspection of ML models	z5ym87wvmo	PMC10940896	38496213.0	yes	yes	2	gigabyte-2024-113.pdf; PMC10940896_main.pdf	PMC10940896.json	1	PMC10940896_main.pdf	False	1.25	False
Machine Learning Made Easy (MLme): a comprehensive toolkit for machine learning–driven data analysis	bxlfk5g20v	PMC10783149	38206587.0	yes	yes	16	giad111_response_to_reviewer_comments_revision_3.pdf; giad111_giga-d-23-00182_revision_2.pdf; giad111_response_to_reviewer_comments_original_submission.pdf; giad111_reviewer_2_report_revision_1.pdf; giad111_giga-d-23-00182_revision_1.pdf; giad111_giga-d-23-00182_revision_3.pdf; PMC10783149_main.pdf; giad111_response_to_reviewer_comments_revision_1.pdf; giad111.pdf; giad111_reviewer_2_report_original_submission.pdf; giad111_giga-d-23-00182_revision_4.pdf; giad111_reviewer_2_report_revision_2.pdf; giad111_giga-d-23-00182_original_submission.pdf; giad111_reviewer_1_report_revision_1.pdf; giad111_reviewer_1_report_original_submission.pdf; giad111_response_to_reviewer_comments_revision_2.pdf	PMC10783149.json	1	PMC10783149_main.pdf	False	2.14	False
Stratum corneum nanotexture feature detection using deep learning and spatial analysis: a non-invasive tool for skin barrier assessment	z6ubsl6wyp	PMC11629979	39657103.0	yes	yes	10	giae095_reviewer_2_report_original_submission.pdf; giae095_reviewer_2_report_revision_1.pdf; giae095_giga-d-24-00100_original_submission.pdf; giae095.pdf; giae095_reviewer_1_report_revision_1.pdf; giae095_supplementary_figures_and_tables.pdf; giae095_response_to_reviewer_comments_original_submission.pdf; giae095_giga-d-24-00100_revision_1.pdf; PMC11629979_main.pdf; giae095_reviewer_1_report_original_submission.pdf	PMC11629979.json	2	PMC11629979_main.pdf	False	2.09	False
